Protein,Gene,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Mild_1,Mild_2,Mild_3,Mild_4,Mild_5,Mild_6,Moderate_1,Moderate_2,Moderate_3,Moderate_4,Moderate_5,Moderate_6,Severe_1,Severe_2,Severe_3,Severe_4,Severe_5,Severe_6,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
CST3_HUMAN,CST3,26297.95441961719,29286.14033958844,23719.93094144988,17629.41202726778,19823.666544479223,24290.507559081336,31375.857743023636,26255.140842652134,26649.623413561247,24076.699494849814,16800.61229033136,23758.742695963378,21902.011033843428,17432.328958291535,24668.854766666926,24235.275158579072,22153.572072848572,23217.755104599106,26582.223424753895,17866.04562658874,22600.03860019054,19105.7007791321,25052.960486406217,17247.613077844588,24446.61328916102,21943.165409218673,20974.982679034147,26049.19675868076,27590.401990677943,26687.341329022893
CYP27A1_HUMAN,CYP27A1,0.0,0.0,97873.37739647004,0.0,99450.7221793345,83329.99775786327,108065.68575064359,0.0,0.0,0.0,0.0,120086.48570924842,0.0,0.0,0.0,121045.77002130492,0.0,91866.2086756589,0.0,0.0,129254.9900294372,0.0,92206.2721852387,92685.84066105458,76613.09996233853,126576.05905117915,115834.98829119731,89712.64355172215,107970.42201136162,111530.74446300055
CYP7A1_HUMAN,CYP7A1,24543.327879643577,20167.709887800087,30532.90538101606,24134.578335671227,28818.15913415309,20276.27773834101,18208.91724966992,28342.928656961038,19276.096895899325,25123.183397461453,21344.498867477247,26120.337369576162,20128.51482351046,26603.802111190635,34665.34504978338,24465.103309995877,30246.894304040336,30779.4047899559,22945.123974231028,27322.052302434877,23713.218595865066,23022.299883479216,27214.071401379566,25444.922770412748,26840.446575285,23204.89999130993,26387.113558437057,28356.404148782287,25049.549780020287,27005.678875780097
DDIT3_HUMAN,DDIT3,0.0,14669.41402373517,9536.060143299268,12453.935350818512,14182.397383335388,0.0,11240.089858663947,14719.507963191802,16080.554439402496,0.0,15298.260160584961,17485.26912575548,12523.624065997537,12236.55471728093,18002.35714432007,17270.885150986403,0.0,10739.496663849382,19563.15195966512,13919.372591788824,15310.943099664037,13665.265065420022,13064.0890457544,11145.403187317961,11561.866397947946,12141.252771031151,12188.895609499656,11239.994306574348,13201.89932844536,15613.862750273858
DGAT1_HUMAN,DGAT1,0.0,68338.49682553334,88200.18456562607,0.0,70641.87324914643,0.0,0.0,50035.58996748367,0.0,0.0,62954.921689015064,0.0,63902.99524733698,57703.26114081508,0.0,56435.44511000367,66573.2598731319,75577.26756598188,64508.75988198627,71855.21817805314,0.0,0.0,68805.74530029281,0.0,78880.46575830846,82577.23503945977,60194.06376515278,61417.97434276429,63536.43269580431,54769.98357591717
DGAT2_HUMAN,DGAT2,5987.352895431231,6514.307191942687,5531.619872928492,6153.365154558945,8034.1198566956755,6764.986643541133,6396.407084572388,6812.7281206566395,8980.570688089643,0.0,5447.471511609316,7418.116245207132,7393.562275740259,5590.211440389518,8239.3710210188,6953.587286897786,5966.186771091137,6941.566841898599,5834.42717045581,7668.744831191137,6501.048328821277,6280.619427522686,6214.694352047427,7198.069340469561,7315.630965763096,6133.377554247019,5048.518201343031,6314.286844823772,6599.017366191644,7195.096624369243
EDN1_HUMAN,EDN1,14983.636581176754,16244.585701391465,18133.633318923872,14185.721510280575,14785.961737972128,14626.803490901217,14398.17252913488,16524.828570741778,16487.88542558737,19800.405215041614,0.0,15407.27414377143,12800.522699319656,18537.106914745043,14919.819329095226,15823.540644483886,0.0,14932.006801603224,0.0,15145.414991425094,18348.2756387024,17362.916581160072,18495.463811445432,13307.82505715912,17005.45618954958,16401.292055995866,16953.208302727002,12402.40912016751,16224.901562483476,16491.17146711436
EGFR_HUMAN,EGFR,72004.53888886847,0.0,54572.72685876417,50591.57467527254,84025.51847067193,57634.80780038703,77945.4265287342,79896.08326562277,72865.68085168835,0.0,0.0,0.0,0.0,58904.78741857679,57326.39139679602,60208.355075380045,0.0,0.0,63247.30889970534,0.0,68230.5756372621,82670.53938219443,0.0,69174.1103827478,77221.56148974162,52353.90200619118,74880.29052112026,63435.049606905086,53897.42794987004,53578.37943421406
EIF4EBP1_HUMAN,EIF4EBP1,11541.73138019295,10581.70409705616,9520.434368403836,7351.24758540124,10078.368817086248,11041.715256461264,8661.511476671538,9329.421657183912,8803.10062844054,11975.377693024448,10219.258448271119,9574.286543501408,8574.106701196342,13446.905403438543,9226.343992913886,11593.076884328555,11793.99939206987,9715.858099621699,11155.81344662369,0.0,8874.055949606103,0.0,10011.492484564356,12224.924673720265,9689.19337137984,10377.688137974006,11723.465162948658,11982.4320357512,8501.155375828414,15266.985467180988
ELOVL6_HUMAN,ELOVL6,33059.46530639866,27205.055508170608,30339.620666173687,34977.93505526627,25519.124366897522,27465.91620713845,26251.204127516332,23133.68402718188,26955.685856028816,27605.602679113475,23849.444554139445,28152.830905508064,28844.290055218127,27087.222059538977,31368.983023452492,23993.58230873852,30863.377980707683,0.0,39728.24117101767,28476.733930178976,26355.69698195585,31249.507174091148,27780.510867675188,27511.781600836097,28376.870865595178,31165.409641426224,23970.17124512992,31764.48155195926,26609.336423596917,31090.885139657297
EPO_HUMAN,EPO,18043.881148291664,17308.20051041264,0.0,17452.289277901735,18708.255528769932,0.0,22835.47664579118,18809.130919112275,19754.588027512047,21793.701202961005,18205.95183665151,15865.284052358038,17611.641979941145,24060.716764964825,26447.98399909488,21739.579836061723,16904.240624264097,21627.030839414318,21801.46617102658,21942.728484632084,26669.51209666076,0.0,24878.474077373092,18545.47133112654,19670.61461433455,20679.90528859593,23293.07486180518,20523.84992041949,23009.446789662783,24077.668078793966
EPOR_HUMAN,EPOR,112472.53933074404,140189.7572456666,102613.85773520729,117653.15272222715,93806.42220194532,106361.86086576336,120549.18421948452,135345.34228186854,110273.0099155061,129389.10483703569,0.0,106046.45537047466,0.0,132849.99265697264,103009.45197325248,118951.4284769018,80570.3795709911,79058.18641337154,88356.20381121084,110877.53197353393,117406.29207611064,80782.55355361156,102115.42903895807,0.0,87473.77601861824,100562.79320828868,123041.38209081642,105710.1928244974,122612.27925523232,119603.86980187874
ERBB2_HUMAN,ERBB2,5800.8961859670035,5227.892036404404,5584.2744565107705,4554.218408409865,6421.237941905023,6990.2767709587115,4419.40714296395,0.0,5293.427545896356,4375.179057822288,0.0,4404.96442035741,7544.350509564134,7127.016068367793,5913.677533011826,4939.052379229666,6376.614321115209,5000.2995000685,4618.129199715633,3950.758838441926,4658.309103989858,6703.994466926344,6628.911060062459,5820.9040738355025,5295.4468705269965,4254.980918030381,4850.75150093192,4924.142506532018,5169.519287557336,4618.251282269819
ERN1_HUMAN,ERN1,14261.116010326232,11524.131643160365,11722.09792949874,14018.469669687496,13712.313282277886,15127.218800961147,11394.00083109474,14591.906282388341,0.0,12306.914795546914,10901.324709471268,12482.405315506436,15623.230442859942,9085.604666790528,15609.212636829961,15413.90483219079,11958.682062325537,0.0,13367.994139339557,9618.214839643779,15666.853400628986,16905.346476722556,11361.221659404784,11731.391336333127,14026.181427037893,11322.231540989022,11537.620251456174,14325.126036604497,12733.973835117908,14174.578009594548
F10_HUMAN,F10,19855.33599864639,13920.969154812576,16414.852988379076,13316.46173289356,18488.088205418375,15591.790572624506,16356.469414880354,19665.04689651343,12698.644018896528,16772.90974842331,13438.88652774265,17134.374199512426,0.0,14807.198825943095,14857.546409863282,19065.87669887698,16884.185123802254,13252.176278148614,42913.54159743802,56069.54762746257,45332.90784350445,49083.16581817846,44235.233852670885,54383.01486123507,18670.641239917502,22205.14656352727,14382.528350776709,14395.275389280467,16260.462968769229,14983.5611159754
F2_HUMAN,F2,25185.01536222979,36661.178002850516,37725.145780008104,25668.7980062729,0.0,38038.71665057313,23025.030320437043,32639.164236700493,32878.35036777582,29152.858702082412,33598.822934972464,34221.32440408999,25718.941550509855,37346.24494595041,30946.07929524557,40085.76467832016,25871.831997380126,29699.911521772963,28413.12674918564,29216.451268848785,44436.67361678624,29938.85755558639,31889.308987328055,31293.28540750081,29569.732504670217,28985.95848002666,35375.10035881693,28511.535922253926,33822.7037840988,35187.777179984216
F7_HUMAN,F7,36842.96933247843,0.0,0.0,0.0,0.0,0.0,0.0,47124.882218552135,41283.14356823558,0.0,0.0,0.0,36584.982259079385,0.0,0.0,0.0,40395.595707934546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42418.443504061324,50206.31351795545,35990.53094351024,46481.083765066236,37222.97007800876,41541.50739666924
FASN_HUMAN,FASN,43026.69573793661,35837.391816409356,0.0,40791.84051577799,40415.6880638205,0.0,42805.62655124908,33004.46787480471,30551.934908869353,33936.779126864116,44570.826409285306,30720.26068466073,38390.17114417955,32285.658917583747,47440.049920291145,27214.818664881986,27482.981454939552,26947.2235115171,32582.21963831099,35610.28124040717,27365.815997253496,24644.040540458707,31078.86729309474,40040.3564683604,25125.470339887826,29279.444093318245,38950.2871488251,32496.52747956359,33956.00585369373,27278.68656318313
FGA_HUMAN,FGA,0.0,0.0,0.0,103252.69231889016,0.0,0.0,0.0,0.0,0.0,68923.80050710012,0.0,0.0,0.0,0.0,77244.549967538,0.0,109692.88176614628,0.0,69426.03864161656,85007.97007364404,0.0,108261.19031816619,0.0,0.0,102793.81713485955,115915.38621081765,84751.37239472957,72726.70256223081,85957.35735902216,102100.33327128201
FGB_HUMAN,FGB,30075.376242604343,37111.26906229561,45703.960597062294,0.0,0.0,44596.90196056058,42945.509338556156,0.0,39012.38568092899,0.0,52001.59269357626,51702.955655759084,51028.64243189762,0.0,38475.05407165017,42912.0225483479,58053.73177236587,35297.649022874924,37526.773493731314,42229.24411671804,0.0,51732.30143963065,40465.72056738232,0.0,37274.05905648048,41611.53265193134,40447.39192828821,41598.22111943265,42105.2957082466,42601.776166951924
FGF19_HUMAN,FGF19,6542.994618779016,5747.690850872913,7616.923696857473,5436.82499354481,7093.479774392349,6571.93479912629,6140.927543683007,5740.644167420923,5826.917796577758,0.0,7938.846413782843,0.0,5189.533813220288,6947.745219932433,5733.117135083194,6149.9404708730635,7292.561268954957,5835.291826822212,6537.162926362397,6901.3171394315905,5788.714321602593,5270.640585356103,6347.00416292719,6024.758507401337,5239.13847059204,7679.044133323384,8312.60928455118,7040.481048730104,5094.331813030834,7492.193481454051
FGF21_HUMAN,FGF21,5103.899785268214,4680.675295099902,4450.132118785806,5645.375189769557,6179.750927952709,5020.125042030888,10426.26454521201,0.0,6577.686883297613,7995.111511601587,9911.079041894296,7860.000702746061,10154.996247710407,11675.491406157473,0.0,9636.85473649047,0.0,10397.891273086005,15483.008995939095,12220.764492446695,15182.858710697114,14759.30144915095,16420.68587655103,13419.445516028327,5712.606904786135,4907.370883400892,4540.130674667986,5068.043079579634,7021.655015836341,4224.210190730636
FGFR1_HUMAN,FGFR1,12486.952307122634,12985.098932794928,13400.182105104614,15461.326713803002,13256.33258551362,13034.115998254094,13811.756799794292,13131.46327152532,14580.395402651291,14077.631569008967,12863.570296736736,15298.63710096459,17761.37903097358,12108.205692199916,0.0,12191.512907520133,10205.244630989466,13922.280260213685,34266.74471733496,36728.74021254794,30822.1600443617,30218.711649959234,30177.077525394023,38249.61150849751,18129.025361399297,13369.427051635535,12596.478141307467,11938.805955740918,12792.702409827432,12213.875346715766
FGG_HUMAN,FGG,15478.60495937354,0.0,0.0,14941.715293938629,10034.768492983098,12183.40655816263,5663.9562767137795,4629.468190907065,4166.71002008841,0.0,4572.219743348602,0.0,2110.35612373675,1974.9454762839184,0.0,2248.6882317408076,1948.3625693892027,0.0,0.0,1770.0334018871442,2204.7813051736293,2220.8194410404503,1678.4985274602404,0.0,13997.987869477423,13502.944406907973,13499.005166833691,12072.37679489438,13142.013556284113,10846.551371742047
FNDC5_HUMAN,FNDC5,14596.925722256055,14438.728020535762,12550.161797677078,14101.623563540548,12092.7485635173,14677.460266906714,14743.16946555651,17514.07922753245,16196.471604997587,14178.562584641264,11481.815140121222,19153.87413704281,17075.95283880071,13686.698951579207,13788.347039061322,12173.473987820356,12615.350500523238,0.0,12267.925838931946,10694.5853817737,15902.858310355174,0.0,17795.935137959586,14015.508814974371,11862.13018188053,16561.51535069215,17370.090447791696,11588.788888217656,11131.864015246892,11453.921518132795
FOS_HUMAN,FOS,0.0,51368.622793855604,76599.43140668665,0.0,56447.58606345366,76599.58730616154,54996.657860143685,69743.18390961962,57656.491814265566,60037.89048105202,46173.11785898285,56814.181744470414,69865.58299835245,0.0,63152.073148024545,69967.77285170798,76028.92245540634,57942.6451437876,80346.66155971139,56510.703073991586,47984.15480472833,58286.350552701355,59333.03512208416,62029.77704034486,66696.68953788151,65177.34288571585,47800.150555805696,62413.08653153395,50938.810198736304,66844.65251282029
FOXO1_HUMAN,FOXO1,12246.096753123593,14246.26732886395,9572.031813279667,0.0,12802.718314473723,9618.736885178438,11750.388570219171,0.0,14089.995441363397,12999.817581775933,11521.21033925079,15879.0501944126,11609.746228429529,9067.63435161724,10750.069034141548,13726.621019135811,12125.955773388941,11452.217612176155,10584.251316587653,12117.365811625135,11309.900750366338,9786.15942229275,10576.608176831565,0.0,13816.127178955678,13459.446366446775,13150.143319454946,12499.05404199051,11341.279420715331,13467.864069997107
FOXO3_HUMAN,FOXO3,60313.925901034934,0.0,63788.28977283733,0.0,58231.76137722661,60930.187143892406,81474.84340945947,70815.37956497152,74028.1777819892,0.0,88361.723963857,0.0,78470.77664909686,0.0,59443.65271664324,64084.03375720097,65179.68371070309,70259.49644126467,0.0,55411.30294771366,81538.08791193005,62859.839387211956,0.0,52129.27913779844,82271.93691120169,71873.81380779631,65353.372024489174,68378.95002228915,95098.8268298278,69445.83289548641
FTO_HUMAN,FTO,56202.110553113875,66053.70896859617,76781.49582605434,74203.52101385567,51000.0270042783,73347.01023675092,67026.8322641877,63811.64726679855,67252.86054430921,68435.57266669713,61650.051219882596,62113.07384757728,78108.26095110134,68267.60505591155,74106.43095129846,67815.374325021,48103.32318275915,80463.11752491539,66740.42752784365,66056.34335829214,74502.10880905537,61458.87635830557,68533.46748398947,66954.62682893308,74536.72873341783,56158.5273805018,62166.24881603021,81772.81214441582,114395.93893062037,54691.961022016396
G6PC_HUMAN,G6PC,15717.515926511624,0.0,21411.833088371794,21600.82433835598,24187.591607716164,0.0,19738.05264523116,18113.060705161846,18193.18856882998,20126.271396048018,19676.64261235803,21187.81843971937,21835.2035880351,24138.60305735223,23135.060386128574,19028.76200854334,24096.50160229939,18850.83793012198,25704.979301807616,27832.86120577084,32812.52762406281,26309.767361199683,28381.097327721473,25921.93840805089,26042.764668830907,25582.330636843184,20462.69828238386,20584.785084260046,18183.65918998538,20673.213604750235
G6PC2_HUMAN,G6PC2,14401.255563127846,18981.034812942227,14668.210663624552,0.0,13459.738260884278,15898.513704579067,20728.756017282958,19598.690872492887,19999.583994022094,17944.189291291208,20383.507779089603,22323.362063348886,30073.194603109005,0.0,26534.598520406027,28188.40811814981,30276.25906694061,26561.47775749179,31427.991587331024,37515.31535378695,42283.5702769175,37311.48602031581,44005.27220894496,35620.28315451396,15483.036027338008,16970.23339342561,12421.939842766124,12323.612695872856,13411.6366909306,10492.898764040685
GAPDH_HUMAN,GAPDH,63019.13772500712,94786.12382963601,79501.47527807704,96611.2279888034,69008.5299778797,64086.63748083188,91805.60841452287,0.0,69026.27554585165,0.0,90916.85530679255,0.0,78863.99892822649,77170.81913786332,67045.63065697157,85795.36438199074,85853.92577931414,71117.25701656216,83689.10882664508,70401.29280792279,75547.39452962337,103795.78499250567,71544.16714834305,77503.72343340967,85789.59175730846,70947.65728946023,90354.71840113231,63945.39358598177,75626.53585297304,88202.09882263825
GCK_HUMAN,GCK,11296.19076293037,11862.50174758963,10095.095519646173,10024.60542152277,0.0,10085.179443313902,11848.163745260399,0.0,8030.656761432342,8719.203964238663,10594.172775979023,8233.748490862708,9101.553364951165,9662.01285910956,8396.78037531526,7795.22039090347,7751.221011160166,9683.631844245454,30258.040987129018,33711.76483599861,30259.804057831767,34250.067004558274,32670.828501146483,36443.775998445424,11954.70870759778,8242.259413963764,7895.272243466191,10665.949269122979,9960.884373736368,12875.42163173859
GCKR_HUMAN,GCKR,28984.390790029625,0.0,41949.992153659914,35459.93706597655,36713.66450455477,32001.258232126434,32822.41678912794,37578.72837189043,37634.830519556854,36256.27270354907,0.0,32830.597749210945,36726.5633542367,38404.13986238418,33421.26615100753,28315.70897997032,41674.7475019156,48615.19671571546,53355.7496460182,37748.20170268948,32605.0279657119,39901.2698524384,44778.7262739799,35204.839084975014,37585.92970627775,31819.057939090744,41880.255429413795,35460.35760819573,30330.633302912123,39996.80387123605
GGT1_HUMAN,GGT1,0.0,34001.50984840009,0.0,31070.08792878126,29130.010336857893,26312.94282786523,14220.760563348415,16647.128799727696,15213.987986890954,15052.27510089148,17709.849900701236,13140.407586541998,4731.012756777625,4019.0586468216147,6305.127753476364,5123.726453187932,4940.365465361204,4383.105219725119,3832.9536831591704,4266.302651723032,4561.327280043194,5024.728467962216,4471.349927270015,4136.635587171101,27185.41190262354,29152.79238468992,25014.10006857,27833.29499622864,34890.660189042996,27399.160354132044
GLIS3_HUMAN,GLIS3,88244.91782104537,72980.02060514243,107508.64723326113,76205.39807244939,78231.7739618632,74161.86825239638,0.0,106200.2272752169,65868.78451857426,102917.82286258576,76226.82530529231,80594.82795938276,100143.99794972874,83426.75620058333,63683.20956982486,82383.80952430678,88448.15753421957,70923.79611921778,71853.64213327586,72662.13987272234,68244.79770572548,70003.71225939112,94250.40188422136,73310.14919002276,105343.30956871933,82040.49041887061,87979.50570894466,71226.9023708801,69499.7288917657,68428.06955936823
GOT1_HUMAN,GOT1,29365.753903308036,37761.9365329468,34000.86236824864,38265.11042378503,32146.794692811203,28093.753299657237,33947.56077814746,0.0,30815.552115953258,31734.39905310149,36158.33760700001,44596.302301032716,25602.95279755644,32601.06831204749,24019.134630780132,35083.81848164325,41581.65712194611,0.0,0.0,32603.741303384042,27263.00975375337,29474.966257299446,28768.640366594205,29649.57162253439,25449.875799940033,33968.556211338386,31751.348300059824,35589.61109057035,38511.64419981123,34850.53923629022
GPT_HUMAN,GPT,0.0,24284.955605261035,27250.413258744662,29435.81592147395,24944.240537505597,0.0,17269.644465089495,26562.167038402935,23600.647821968087,17504.836949402044,18800.039774282064,19330.94462121819,0.0,19200.89920333401,22889.30151516477,23497.521038597657,23706.46066441102,22894.21599299111,20772.660152785815,25370.410938860874,19661.676972397654,21484.052415552145,19087.70013931074,26904.153707136436,18745.510185552634,26825.050398962016,26175.5289647554,25101.72954877273,22843.21537674237,23173.838562339428
GPX1_HUMAN,GPX1,57587.36719033577,46017.598335231996,70589.0713144917,72805.84720714709,64964.617411980755,60790.675308548045,79344.23271905961,124260.01364109058,92706.36540517883,108626.9778109047,96781.48527557633,95125.30496140769,180857.19202387115,141182.34308058882,0.0,163337.285835903,122256.30539175888,138665.3464179754,196224.65480430215,182603.3121242395,177436.6363521546,163930.03895691806,0.0,181922.87561435005,66742.25313371269,76033.39729041028,78840.80824565109,103050.80560224071,79516.27766826392,62941.95040207572
GSK3A_HUMAN,GSK3A,18535.94218157853,19278.24519444089,16772.70233979353,13367.401577589711,17285.15259622587,15290.827537186635,10163.962464109414,16065.699330704649,16310.497727750662,0.0,15535.691516323208,15272.360777124104,15065.869000649212,0.0,11816.057275299554,15676.064199005074,15758.680491264464,15394.806994890183,16745.737255522316,16557.406554092187,13436.549474327465,13316.760963914949,14815.580224125164,14092.958983058543,17030.741890376852,13556.015202375767,14287.275929572254,14936.85513977466,15067.40452613573,16675.938039924735
GSK3B_HUMAN,GSK3B,31163.79639380898,37118.03405213599,32378.34085418995,44513.53446935452,34165.6411329572,43590.1887825396,38347.28434400243,0.0,38479.263233773025,43713.89580882151,42824.97615498214,0.0,38265.84431039623,38192.443618020436,0.0,50417.703661485575,42345.32437192726,40021.89342489583,34764.65845900101,33926.18671808144,39016.17308787629,46801.84576366421,29574.38019289186,44645.48020080181,43665.53509361422,41610.10959195265,36614.266827498745,36362.91195134303,35292.078739157245,25059.42732170852
GYS1_HUMAN,GYS1,0.0,32173.689514212245,26410.590467055186,22056.40478091063,0.0,31640.905155523462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51430.34918914528,0.0,44713.0272341402,53323.57427331474,50470.04214054225,0.0,0.0,74574.85828268324,0.0,0.0,68393.87346321756,23037.392397784315,30791.685261573773,26400.87077501851,28326.079576684428,28974.829297958215,29125.648465489772
GYS2_HUMAN,GYS2,24303.600095622423,0.0,0.0,23838.455045446022,19948.61192480445,26266.963923800755,0.0,21609.946501490416,31584.030184725507,21805.821484520613,25068.745658338205,32009.357055865647,26314.307455199203,20103.019855197235,17865.853555099166,17585.528526389127,24399.929092203267,24432.407330568847,21507.301832867193,23569.87924338702,22301.903632998143,22508.80156019683,28237.297925525767,20819.94331131683,19471.38450950277,23868.452328314605,30990.74971568181,20151.648638751623,22228.713738476392,21358.711405265494
HIF1A_HUMAN,HIF1A,5344.673151428491,0.0,5271.5156660198545,4411.615453829555,4892.982673109541,3892.1164203342514,0.0,4724.974651660083,0.0,4468.26109697956,6041.824133402132,4830.183550799227,4633.566839626009,0.0,5165.269394334394,0.0,0.0,0.0,5905.2821609278135,0.0,0.0,5202.178759757279,6586.902472384139,5172.7757180965555,5283.220775234337,6678.562711004476,4078.0247212483223,6063.02385780887,3958.7134801606544,5899.484185868775
HMGCR_HUMAN,HMGCR,16674.072416535495,20824.772135169398,21534.563969910712,23045.796704349323,22307.14768309333,20836.862150480945,16081.005111981884,27529.49095911701,20988.059215837206,22316.17877712394,18770.95491757863,24970.344786429952,18076.446597954156,21222.463185261167,18919.12727015626,23390.381566475033,21387.856403691716,23787.51095388672,21364.50977932021,18506.074602893594,27924.069898229296,21500.004310385346,23116.203180773537,21751.815286283545,18766.09535511445,25144.396563326525,19881.734721201654,24243.86300655433,22418.402458590805,23052.994052488808
HMGCS1_HUMAN,HMGCS1,7184.114459038079,5770.01652225033,8342.059940792333,7716.651499012554,6841.679309083501,7594.00478152512,10536.502979917503,8790.027131678775,8612.228517153391,8347.509610925872,7776.99296904824,7616.179596151404,8028.135483241013,6563.221985672972,8435.605937450784,8013.915150963191,7916.538773330595,7141.012436777636,9540.279336066196,9357.986843587814,9231.466954232781,8358.302689522548,7564.515885228218,7393.63293167047,8856.920183312937,9635.087930898608,7768.050415400628,6603.967131452253,8581.877071533201,8389.472185338233
HMOX1_HUMAN,HMOX1,38016.57028651013,30032.46513132849,36901.80103938766,44310.98198444219,0.0,0.0,35948.93865368002,37833.63451332498,0.0,33488.82764175406,36863.822741200325,44209.24433361362,45022.48761811475,36052.25776628264,30543.760165985168,30623.43356080868,35673.201174135604,28894.97244701077,10021.465295410637,10454.968152854413,10066.94628751939,8837.312240193769,8897.285610812793,11463.735533748373,43553.76558156251,38089.99340305398,38603.41931212072,35934.789028503736,35710.01710555264,28852.78959757393
HNF1A_HUMAN,HNF1A,198520.87445804733,255782.80226326792,182493.8214128473,276191.40113870875,345725.25104398624,257507.7002937104,243900.72758892228,272106.43768242555,194863.52668958518,289444.51351765444,0.0,237098.41879099022,219120.73355071348,211345.77874561748,184873.681411904,220361.3033741792,238918.5424151681,0.0,213628.85239705982,245924.8940755673,191332.19228853166,224706.35681700218,286648.24514658377,208401.11411247108,308294.3754867118,190605.42283064255,172759.1845754226,252830.92638840651,245688.3943166312,309802.99759249506
HNF1B_HUMAN,HNF1B,13351.345219974542,16905.65429827111,16977.312123350894,22495.937188037376,20353.82068007834,16139.813103157976,22767.17589417443,15843.120079736602,18907.908244531256,17386.756028423082,16226.103978362684,16842.901497599847,17057.086596598354,0.0,16384.928936048498,21783.234707975786,15902.62024412368,0.0,20388.3799960092,16707.976570181567,0.0,20140.93139603427,16944.52925659852,20683.853208256493,20493.26393496573,19290.42773800111,20296.8691262179,17072.802706211853,20566.680718219086,23519.333529382144
HNF4A_HUMAN,HNF4A,52503.24375813706,0.0,0.0,44176.408717918675,0.0,0.0,0.0,42187.04592651629,0.0,67639.34541465569,59511.56506640217,55467.785743304295,0.0,60955.83352489316,45249.01536839007,0.0,58600.23065017572,53743.9312377864,188846.9908856566,0.0,243946.9347699044,0.0,161385.583455609,0.0,58590.045424113145,54868.4262625448,46728.65027502899,62772.212528577365,50469.9138670233,51667.267697342904
HSP90AA1_HUMAN,HSP90AA1,0.0,68728.97107110756,56497.58022899189,63707.872708542985,61645.367131204366,68500.26123173085,51790.315468266606,49625.285045220226,0.0,59619.38690538388,58937.65910856528,50124.95274229711,70267.4033827314,47230.15331552913,48818.51444509674,51354.05956028391,67750.68845750978,51503.88823787486,58780.63362798652,47021.44875411058,0.0,0.0,71578.71159777207,70360.39095973402,78950.01863059239,58416.63965307311,52138.37446132029,49345.5937127924,80092.79411795322,66575.37523647209
HSPA5_HUMAN,HSPA5,5985.094413933546,6565.400324537964,7333.372359645607,6528.875752271761,8576.863991146061,0.0,5422.769390403742,8723.3013028304,7795.4930306477,6072.9544117405585,0.0,5585.809665429863,6892.768536537561,6084.292404440667,6370.208658504374,6507.801650814566,6231.202643781847,7657.132485605638,5316.137517923514,0.0,7076.405028097157,6404.539907677488,5702.659093605335,4612.247387750952,8472.503147878053,5499.447219532036,7543.836274619327,5964.540372411256,7216.872929459261,5545.357631837558
ICAM1_HUMAN,ICAM1,47685.65449576636,0.0,49822.647138479,47105.9613815326,28178.792265412118,37795.250257338346,66414.4661221936,50114.868437848156,55613.85551511703,41108.62835046507,36617.93259749755,36367.191522109366,0.0,39938.169962937776,45570.59858741706,36978.18005220912,47635.347795283225,35271.72117350643,38396.494660695666,0.0,53785.48398162273,53647.94758193919,45988.67499769437,48581.51055885874,35679.31814634382,50683.86843853894,48258.906458090234,42581.35149915531,51297.57502505872,46498.61136156049
IFNG_HUMAN,IFNG,16061.136852359594,15523.856845441816,15719.42556356961,16610.19029528891,11541.304018609879,17584.177963825598,19303.36573016544,13252.764136508302,13465.415507858364,15814.302410593398,19730.511951770888,15737.236999703184,14754.820600074421,13991.31330859157,23217.43285633656,0.0,0.0,22418.04822589064,16757.99195171363,12699.261972391612,13814.887429184222,15965.867956920478,12368.229221792353,13043.935069865625,15559.349858089243,16892.611948468082,15258.276309581255,19657.34898076434,14833.441993353461,15452.245897870678
IGF2BP2_HUMAN,IGF2BP2,13802.506616505994,12091.635691298878,14948.064880258484,13497.110665820797,16454.56384495018,11417.650425277066,8006.766987356552,6684.971873999041,7031.879378191471,8043.42376798802,7516.156359181042,9967.270587154808,3677.919346409389,2703.301054785037,0.0,3053.242265124078,3073.354700404257,2874.8690190955135,2694.733898617874,1992.017596572095,2324.757183165567,1929.2756575204455,2227.4085394279296,2447.428167725433,13755.97779265394,16957.759789141888,13593.352951762225,14573.983147347322,14403.326077277188,16638.859049725314
IKBKB_HUMAN,IKBKB,0.0,0.0,43674.2975749693,44696.45677705904,44440.319004812765,41553.822020918495,47205.42557820308,56353.767183212694,0.0,0.0,0.0,0.0,43506.77780599562,45342.98073295169,48414.045640521756,50335.162143461814,44799.538468001694,70374.89311158028,60650.412576392344,0.0,43680.60808746847,0.0,56821.53079076406,52159.44605373816,42569.00846587449,45007.40630756386,42646.42860783673,53902.53395154954,63519.31871077439,60542.84950426991
IL10_HUMAN,IL10,11698.186802691675,13200.074961079108,10928.072032374119,13388.407464409807,13790.260786657662,0.0,11912.311445926298,11516.659792446802,11134.559821555098,11073.469298623435,17572.24194885426,12893.320967432765,11682.068299983659,11233.055194011307,11759.91918788929,11064.873958672692,12646.517707254214,10404.46128122829,11696.022524051701,13922.475124168906,14228.472421706736,9251.328952099118,13869.472763075548,11321.97766004269,14900.877287737318,10697.08787877473,11972.874498793602,12781.672715343351,14265.337243129226,14313.829125929022
